instance,epsilon_range,n_machines,n_jobs,epsilon,branching_rule,node_selection,profiling_mode,rounding_rule,lower_bound,best_solution,nodes_to_best_solution,nodes_explored,runtime,opt_gap,terminate,best_bound,depth,number_of_nodes_for_optimality,optimal_solution
Uniform1-5000_Seed101_J20_M10,"[0.009012, 0.894000]",10,20,0.1,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6418,1065,2001,0.3950064182281494,0.1355406668744156,False,5548.1,10,-1,5548.1
Uniform1-5000_Seed101_J20_M10,"[0.009012, 0.894000]",10,20,0.05,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,6360,14,14,0.0028584003448486,0.1276572327044024,True,5780.0,12,-1,5548.1
Uniform1-5000_Seed102_J20_M10,"[0.014668, 0.912358]",10,20,0.1,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5984,88,88,0.0158650875091552,0.0885695187165775,True,5454.0,10,-1,5454.0
Uniform1-5000_Seed102_J20_M10,"[0.014668, 0.912358]",10,20,0.05,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,6365,11,12,0.0026755332946777,0.1431264728986645,True,5924.0,10,-1,5454.0
Uniform1-5000_Seed103_J20_M10,"[0.001890, 0.835997]",10,20,0.1,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,6845,10,2001,0.3431873321533203,0.1498319941563185,False,5819.4,10,-1,5819.4
Uniform1-5000_Seed103_J20_M10,"[0.001890, 0.835997]",10,20,0.05,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,7198,11,12,0.0023779869079589,0.1915254237288136,True,6839.0,10,-1,5819.4
Uniform1-5000_Seed104_J20_M10,"[0.014608, 1.000000]",10,20,0.1,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,4949,12,12,0.0019576549530029,0.0317235805213174,True,4792.0,10,-1,4792.0
Uniform1-5000_Seed104_J20_M10,"[0.014608, 1.000000]",10,20,0.05,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5054,11,11,0.0022299289703369,0.0518401266323704,True,4792.0,9,-1,4792.0
Uniform1-5000_Seed105_J20_M10,"[0.014357, 0.955319]",10,20,0.1,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,5666,7,7,0.0013892650604248,0.0903106247793857,True,5154.3,5,-1,5154.3
Uniform1-5000_Seed105_J20_M10,"[0.014357, 0.955319]",10,20,0.05,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,5786,10,12,0.0023252964019775,0.1091773245765641,True,5592.0,10,-1,5154.3
