instance,epsilon_range,n_machines,n_jobs,epsilon,branching_rule,node_selection,profiling_mode,rounding_rule,lower_bound,best_solution,best_bound,runtime,depth,nodes_explored,terminate,number_of_nodes_for_optimality,optimal_solution,opt_gap
Uniform1-99_Seed45_J100_M20,"[0.012024, 0.396794]",20,100,0.06,max_proc,lowest_lower_bound,NO_PROFILING,all_to_shortest,greedy,262,249.5,0.2917294502258301,57,59,True,59,250.0,0.04580152671755725
Uniform1-99_Seed45_J100_M20,"[0.012024, 0.396794]",20,100,0.03,max_proc,lowest_lower_bound,PRUNE,all_to_shortest,greedy,263,249.5,0.3413991928100586,63,65,True,65,250.0,0.049429657794676805
